ts,symbol,last,volatility,ewma_volatility,vol_percentile,mover
2025-10-03T01:00:57.311029,C98USDT,0.0615,1.4808407789600624,1.7204755541269665,59.61538461538461,0.2369477911646587
2025-10-03T01:00:57.311029,EIGENUSDT,1.767,1.429212834539321,1.4692694710438956,55.76923076923077,0.4148681055155876
2025-10-03T01:00:57.311029,DASHUSDT,32.75,1.2895100036088327,1.586742552205978,51.92307692307692,0.36572143452877404
2025-10-03T01:00:57.311029,WLFIUSDT,0.2095,1.2835235723954168,1.55635861805796,48.07692307692308,-0.03543488265071326
2025-10-03T01:00:57.311029,ETHFIUSDT,1.745,1.2054262903027244,1.3215599854456057,44.23076923076923,0.5239755884917174
2025-10-03T01:00:57.311029,PENGUUSDT,0.031736,1.0326797984751217,1.1130230009658044,40.38461538461539,0.03766373762780528
2025-10-03T01:00:57.311029,CAKEUSDT,3.013,0.9800144296744121,1.0956734033081086,36.53846153846154,0.2597239648682559
2025-10-03T01:00:57.311029,ZENUSDT,9.786,0.9764610574834937,1.172499436920893,32.69230769230769,0.3646632268860688
2025-10-03T01:00:57.311029,ENAUSDT,0.6246,0.9022918101954578,1.1986907350797267,28.846153846153847,-0.14522310429783736
2025-10-03T01:00:57.311029,NEARUSDT,2.949,0.7922400248222855,0.8335691765759635,25.0,0.1944106925880924
